subject_id,T001s: Country,T001s: County,T001s: State/Province,T002t: Scientific Name,T003t: Location,T006t: Collected By,T008s: Month,T009s: Day,T010s: Year,T012t: Other Notes,T013s: Sex,T016t: Latitude,T017t: Longitude,T018t: Elevation,T020t: DNA Voucher Number,subject_associatedCollectors,subject_associatedTaxa,subject_basisOfRecord,subject_catalogNumber,subject_class,subject_collectionCode,subject_coordinateUncertaintyInMeters,subject_country,subject_county,subject_cultivationStatus,subject_dataGeneralizations,subject_dateIdentified,subject_day,subject_decimalLatitude,subject_decimalLongitude,subject_disposition,subject_dynamicProperties,subject_endDayOfYear,subject_establishmentMeans,subject_eventDate,subject_family,subject_fieldNumber,subject_file1,subject_file2,subject_genus,subject_geodeticDatum,subject_georeferenceProtocol,subject_georeferenceRemarks,subject_georeferenceSources,subject_georeferenceVerificationStatus,subject_georeferencedBy,subject_habitat,subject_identificationQualifier,subject_identificationReferences,subject_identificationRemarks,subject_identifiedBy,subject_individualCount,subject_informationWithheld,subject_infraspecificEpithet,subject_institutionCode,subject_kingdom,subject_lifeStage,subject_locality,subject_localitySecurity,subject_localitySecurityReason,subject_locationRemarks,subject_maximumDepthInMeters,subject_maximumElevationInMeters,subject_minimumDepthInMeters,subject_minimumElevationInMeters,subject_month,subject_municipality,subject_occurrenceID,subject_occurrenceRemarks,subject_order,subject_otherCatalogNumbers,subject_phylum,subject_preparations,subject_recordNumber,subject_recordedBy,subject_recordedByID,subject_reproductiveCondition,subject_retired,subject_samplingEffort,subject_samplingProtocol,subject_scientificName,subject_scientificNameAuthorship,subject_sex,subject_specificEpithet,subject_startDayOfYear,subject_stateProvince,subject_substrate,subject_taxonRank,subject_taxonRemarks,subject_typeStatus,subject_verbatimAttributes,subject_verbatimCoordinates,subject_verbatimDepth,subject_verbatimElevation,subject_verbatimEventDate,subject_year
2193347,Ecuador,,,Idaeus,Pichincha Province Bocal Tinalandia 12 km E. Santa Domingo the los Colorados,GLA Austin,5 - May - V,9,1988,,Not shown,,,<NO MATCHES>,,,,PreservedSpecimen,HLOPP379,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP379Dorsal.JPG,HLOPP379Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:48:36.462Z', 'workflow_id': 2054, 'id': 1982000, 'subject_id': 2193347, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T04:57:55.740Z', 'retired_at': '2016-06-19T04:57:55.722Z'}",,,,,,,,,,,,,,,,,,
2193349,United States of America,,,P. crespontes,"North Mantchester D. L. Eiler yard, 606 E. 7th St.",D. L. Eiler,8 - August - VIII,18,1996,<NO MATCHES>,Female,,,,LEP. 33622,,,PreservedSpecimen,HLOPP37,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP37Dorsal.JPG,HLOPP37Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T11:48:53.113Z', 'workflow_id': 2054, 'id': 1984367, 'subject_id': 2193349, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T08:31:37.547Z', 'retired_at': '2016-06-24T08:31:37.442Z'}",,,,,,,,,,,,,,,,,,
2193350,Mexico,,Guerrero,...idaeus,Cahuizotla,Native collectors,9 - September - IX,Not Shown,1977,D. & J. Jenkins colln. Allyn Museum Acc. 1994-3,Not shown,,,,,,,PreservedSpecimen,HLOPP380,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP380Dorsal.JPG,HLOPP380Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-27T20:01:57.654Z', 'workflow_id': 2054, 'id': 2009778, 'subject_id': 2193350, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T02:40:56.313Z', 'retired_at': '2016-06-28T02:40:56.226Z'}",,,,,,,,,,,,,,,,,,
2193351,Unknown Country,,,idaeus,,,8 - August - VIII,Not Shown,1950,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP381,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP381Dorsal.JPG,HLOPP381Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:14:47.035Z', 'workflow_id': 2054, 'id': 1981813, 'subject_id': 2193351, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T16:59:37.084Z', 'retired_at': '2016-06-23T16:59:37.047Z'}",,,,,,,,,,,,,,,,,,
2193352,Unknown Country,,,idaeus,,A. C. Allyn,Not Shown,Not Shown,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP382,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP382Dorsal.JPG,HLOPP382Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-23T18:04:07.358Z', 'workflow_id': 2054, 'id': 2000428, 'subject_id': 2193352, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T00:33:57.669Z', 'retired_at': '2016-06-28T00:33:57.542Z'}",,,,,,,,,,,,,,,,,,
2193353,Unknown Country,,,(illegible)idaeus,,,8 - August - VIII,Not Shown,1930,"A. C. Allyn
Acc. 1973-48",Not shown,,,,,,,PreservedSpecimen,HLOPP383,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP383Dorsal.JPG,HLOPP383Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:05:12.607Z', 'workflow_id': 2054, 'id': 1980372, 'subject_id': 2193353, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T18:50:18.999Z', 'retired_at': '2016-06-17T18:50:18.863Z'}",,,,,,,,,,,,,,,,,,
2193354,Mexico,Coahuayana,Michoacán,xylophanes germen,,T. Escalante,7 - July - VII,Not Shown,1950,A. C. Allyn Acc. 1973-48,Not shown,,,,,,,PreservedSpecimen,HLOPP384,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP384Dorsal.JPG,HLOPP384Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T19:57:17.486Z', 'workflow_id': 2054, 'id': 1990213, 'subject_id': 2193354, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T22:40:47.894Z', 'retired_at': '2016-06-21T22:40:47.886Z'}",,,,,,,,,,,,,,,,,,
2193356,Ecuador,,,Papilio anchisiades idaeus,Pichincha Province. Hotel Tinalandia. 12 km E Santa Domingo de los Colorados,leg G&A Austin,5 - May - V,13,1966,,Not shown,,,750-850m,,,,PreservedSpecimen,HLOPP385,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP385Dorsal.JPG,HLOPP385Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:22:33.339Z', 'workflow_id': 2054, 'id': 1981118, 'subject_id': 2193356, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-26T16:24:04.385Z', 'retired_at': '2016-06-26T16:24:04.318Z'}",,,,,,,,,,,,,,,,,,
2193357,Mexico,,Veracruz,idaeus,"Presidio, Veracruz",T. Escalante,6 - June - VI,Not Shown,1939,A. C. Allyn Acc. 1973-48. VI-29. idaeus,Not shown,,,,,,,PreservedSpecimen,HLOPP386,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP386Dorsal.JPG,HLOPP386Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T22:44:47.502Z', 'workflow_id': 2054, 'id': 1981974, 'subject_id': 2193357, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T23:30:42.212Z', 'retired_at': '2016-06-21T23:30:42.136Z'}",,,,,,,,,,,,,,,,,,
2193358,Mexico,,Veracruz,......idaeus,1 mi. W. Fortin de los Flores,L. D. & J. Y. Miller,2 - February - II,13,1969,,Not shown,,,950m,,,,PreservedSpecimen,HLOPP387,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP387Dorsal.JPG,HLOPP387Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T20:13:24.795Z', 'workflow_id': 2054, 'id': 1990225, 'subject_id': 2193358, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T17:57:28.763Z', 'retired_at': '2016-06-23T17:57:28.747Z'}",,,,,,,,,,,,,,,,,,
2193360,Mexico,,San Luis Potosí,idaeus,El Salto Falls. 360m. dense scrub,"I.D.&J.Y. Miller, A. C. Allyn",2 - February - II,21,<NO MATCHES>,"Lee D. Miller Specimen No. 1969-1995
Sta. No. 41 A. C. Allyn Acc. 1969-4",Not shown,,,360m,,,,PreservedSpecimen,HLOPP388,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP388Dorsal.JPG,HLOPP388Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T01:01:03.168Z', 'workflow_id': 2054, 'id': 1995224, 'subject_id': 2193360, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T23:17:23.649Z', 'retired_at': '2016-06-27T23:17:23.529Z'}",,,,,,,,,,,,,,,,,,
2193361,Mexico,,,idaeus,EL - VIJID,T. Escalante,8 - August - VIII,Not Shown,1969,"A. C. Allyn
Acc. 1973-48
Photographed for
Lewis Dissertation",Not shown,,,,,,,PreservedSpecimen,HLOPP389,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP389Dorsal.JPG,HLOPP389Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-21T21:25:39.382Z', 'workflow_id': 2054, 'id': 1994749, 'subject_id': 2193361, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-26T22:15:17.077Z', 'retired_at': '2016-06-26T22:15:16.990Z'}",,,,,,,,,,,,,,,,,,
2193362,Unknown Country,,,,,T. Escalante,Not Shown,Not Shown,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP390,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP390Dorsal.JPG,HLOPP390Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:39:18.589Z', 'workflow_id': 2054, 'id': 1984719, 'subject_id': 2193362, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T07:56:10.886Z', 'retired_at': '2016-06-18T07:56:10.803Z'}",,,,,,,,,,,,,,,,,,
2193363,Mexico,,Oaxaca,Idaeus,,A. Diaz F.,7 - July - VII,Not Shown,1964,,Not shown,,,,,,,PreservedSpecimen,HLOPP391,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP391Dorsal.JPG,HLOPP391Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:16:53.747Z', 'workflow_id': 2054, 'id': 1981080, 'subject_id': 2193363, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T05:20:20.892Z', 'retired_at': '2016-06-24T05:20:20.627Z'}",,,,,,,,,,,,,,,,,,
2193365,Mexico,,Oaxaca,...idaeus,"Metata, Comalteqec",,10 - October - X,Not Shown,1963,<NO MATCHES>,Not shown,,,900 m.,,,,PreservedSpecimen,HLOPP392,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP392Dorsal.JPG,HLOPP392Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-21T22:06:38.024Z', 'workflow_id': 2054, 'id': 1994858, 'subject_id': 2193365, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T11:07:05.985Z', 'retired_at': '2016-06-28T11:07:05.935Z'}",,,,,,,,,,,,,,,,,,
2193366,Mexico,,Oaxaca,,,A. Diaz F,7 - July - VII,Not Shown,1964,,Not shown,,,,,,,PreservedSpecimen,HLOPP393,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP393Dorsal.JPG,HLOPP393Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T00:45:29.868Z', 'workflow_id': 2054, 'id': 1982546, 'subject_id': 2193366, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T09:17:35.844Z', 'retired_at': '2016-06-19T09:17:35.837Z'}",,,,,,,,,,,,,,,,,,
2193367,Unknown Country,,,.....idaeus,Acakua,T. Escalante,<NO MATCHES>,<NO MATCHES>,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP394,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP394Dorsal.JPG,HLOPP394Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T19:59:26.414Z', 'workflow_id': 2054, 'id': 1989034, 'subject_id': 2193367, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T08:15:12.110Z', 'retired_at': '2016-06-24T08:15:12.029Z'}",,,,,,,,,,,,,,,,,,
2193369,Mexico,,Guerrero,idaeus,Acahuizotla,T. Escalante,8 - August - VIII,Not Shown,1950,"A. C. Allyn Acc. 1973-48
Photographed for Lewis Dissertation",Not shown,,,,,,,PreservedSpecimen,HLOPP395,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP395Dorsal.JPG,HLOPP395Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T23:27:50.164Z', 'workflow_id': 2054, 'id': 1982164, 'subject_id': 2193369, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T19:44:32.046Z', 'retired_at': '2016-06-27T19:44:32.025Z'}",,,,,,,,,,,,,,,,,,
2193370,Mexico,<NO MATCHES>,Veracruz,,EL. Vigia. vev,A. C. Allyn,8 - August - VIII,Not Shown,1969,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP396,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP396Dorsal.JPG,HLOPP396Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T19:29:05.857Z', 'workflow_id': 2054, 'id': 1980619, 'subject_id': 2193370, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-20T12:45:39.085Z', 'retired_at': '2016-06-20T12:45:39.011Z'}",,,,,,,,,,,,,,,,,,
2193371,Mexico,Candelaria Loxicha,Oaxaca,Idaeus,,E. C. Welling,10 - October - X,25,1967,"A. C. Allyn
Acc. 1967-1",Not shown,,,550m,,,,PreservedSpecimen,HLOPP397,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP397Dorsal.JPG,HLOPP397Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-19T05:20:31.657Z', 'workflow_id': 2054, 'id': 1987804, 'subject_id': 2193371, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T22:37:05.215Z', 'retired_at': '2016-06-27T22:37:04.929Z'}",,,,,,,,,,,,,,,,,,
2193372,Unknown Country,,,idaeus,,T. Escalante,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP398,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP398Dorsal.JPG,HLOPP398Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T21:44:03.691Z', 'workflow_id': 2054, 'id': 1981657, 'subject_id': 2193372, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T19:31:00.092Z', 'retired_at': '2016-06-17T19:30:59.972Z'}",,,,,,,,,,,,,,,,,,
2193373,Mexico,,Oaxaca,Double horns,"Sierra de Juarez,La Esperanza, Oaxaca,Mexico",D & J Jenkins,6 - June - VI,Not Shown,<NO MATCHES>,idaeus,Not shown,,,,,,,PreservedSpecimen,HLOPP399,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP399Dorsal.JPG,HLOPP399Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T02:05:42.764Z', 'workflow_id': 2054, 'id': 1982677, 'subject_id': 2193373, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-17T21:47:44.996Z', 'retired_at': '2016-06-17T21:47:44.935Z'}",,,,,,,,,,,,,,,,,,
2193374,Colombia,,,P. homothoas,Muzo,,4 - April - IV,Not Shown,1993,,Female,,,,LEP - 33624,,,PreservedSpecimen,HLOPP39,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP39Dorsal.JPG,HLOPP39Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-20T20:01:31.524Z', 'workflow_id': 2054, 'id': 1990214, 'subject_id': 2193374, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-24T14:03:19.107Z', 'retired_at': '2016-06-24T14:03:19.086Z'}",,,,,,,,,,,,,,,,,,
2193376,Mexico,,Chiapas,idaeus,Rio. Lacanjá,T Escalante,Not Shown,Not Shown,Not Shown,,Not shown,,,,,,,PreservedSpecimen,HLOPP400,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP400Dorsal.JPG,HLOPP400Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T17:01:39.566Z', 'workflow_id': 2054, 'id': 1979847, 'subject_id': 2193376, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-16T20:10:51.242Z', 'retired_at': '2016-06-16T20:10:51.110Z'}",,,,,,,,,,,,,,,,,,
2193377,Mexico,,<NO MATCHES>,,<NO MATCHES>,D & J Jenkins,7 - July - VII,Not Shown,1976,,Not shown,,,,,,,PreservedSpecimen,HLOPP401,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP401Dorsal.JPG,HLOPP401Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T12:45:45.619Z', 'workflow_id': 2054, 'id': 1984470, 'subject_id': 2193377, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T09:46:01.279Z', 'retired_at': '2016-06-19T09:46:01.164Z'}",,,,,,,,,,,,,,,,,,
2193378,Unknown Country,,,idaeus,Acahueaotta,T. Escalante,8 - August - VIII,Not Shown,1966,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP402,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP402Dorsal.JPG,HLOPP402Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-22T23:14:06.740Z', 'workflow_id': 2054, 'id': 1997811, 'subject_id': 2193378, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-26T20:14:56.040Z', 'retired_at': '2016-06-26T20:14:55.931Z'}",,,,,,,,,,,,,,,,,,
2193379,Mexico,Candelaria Loxicha,Oaxaca,,,E. C. Welling,11 - November - XI,15,1967,,Not shown,,,550m,,,,PreservedSpecimen,HLOPP403,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP403Dorsal.JPG,HLOPP403Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T18:55:33.691Z', 'workflow_id': 2054, 'id': 1980289, 'subject_id': 2193379, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T21:30:02.432Z', 'retired_at': '2016-06-19T21:30:01.997Z'}",,,,,,,,,,,,,,,,,,
2193381,Mexico,,Oaxaca,idaeus,,,Not Shown,Not Shown,Not Shown,{too blurred},Not shown,,,,,,,PreservedSpecimen,HLOPP404,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP404Dorsal.JPG,,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-18T06:54:39.794Z', 'workflow_id': 2054, 'id': 1986202, 'subject_id': 2193381, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-21T22:59:52.028Z', 'retired_at': '2016-06-21T22:59:51.964Z'}",,,,,,,,,,,,,,,,,,
2193382,United States of America,San Francisco,California,idaeus,"TMPS., idaeus",T. Escalante,7 - July - VII,Not Shown,1971,,Not shown,,,,,,,PreservedSpecimen,HLOPP407,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP407Dorsal.JPG,,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T20:48:34.755Z', 'workflow_id': 2054, 'id': 1981282, 'subject_id': 2193382, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-25T02:25:38.844Z', 'retired_at': '2016-06-25T02:25:38.824Z'}",,,,,,,,,,,,,,,,,,
2193383,Unknown Country,,,idaeus,T. Escalante,A C Allyn,10 - October - X,Not Shown,1972,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP408,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP408Dorsal.JPG,HLOPP408Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T13:54:33.061Z', 'workflow_id': 2054, 'id': 1984586, 'subject_id': 2193383, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-22T16:42:43.501Z', 'retired_at': '2016-06-22T16:42:43.453Z'}",,,,,,,,,,,,,,,,,,
2193384,Mexico,,Oaxaca,idaeus,Chimalapa Oax,T. Escalante,Not Shown,Not Shown,<NO MATCHES>,,Not shown,,,,,,,PreservedSpecimen,HLOPP409,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP409Dorsal.JPG,HLOPP409Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-16T17:04:13.302Z', 'workflow_id': 2054, 'id': 1979850, 'subject_id': 2193384, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-18T11:01:01.801Z', 'retired_at': '2016-06-18T11:01:01.790Z'}",,,,,,,,,,,,,,,,,,
2193385,Mexico,Catemaco,Veracruz,...idaeus,Catemaco?,T. Escalante,9 - September - IX,Not Shown,1957,"<see notes under collector's name> Ver-IX-37. Allyn Museum, acc 1973-48",Not shown,,,,,,,PreservedSpecimen,HLOPP410,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP410Dorsal.JPG,HLOPP410Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T14:42:10.269Z', 'workflow_id': 2054, 'id': 1984723, 'subject_id': 2193385, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-23T15:18:47.652Z', 'retired_at': '2016-06-23T15:18:47.376Z'}",,,,,,,,,,,,,,,,,,
2193387,Unknown Country,,,idaeus,"Yaxchilan, Chis.","A.C. Allyn, A. Diaz Frances",6 - June - VI,Not Shown,1966,,Not shown,,,,,,,PreservedSpecimen,HLOPP411,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP411Dorsal.JPG,HLOPP411Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T01:41:49.585Z', 'workflow_id': 2054, 'id': 1982630, 'subject_id': 2193387, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-27T03:55:56.185Z', 'retired_at': '2016-06-27T03:55:56.153Z'}",,,,,,,,,,,,,,,,,,
2193388,Mexico,,Chiapas,....idaeus,Boham???,D. & J. Jenkins,7 - July - VII,Not Shown,<NO MATCHES>,<NO MATCHES>,Not shown,,,,,,,PreservedSpecimen,HLOPP412,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP412Dorsal.JPG,HLOPP412Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-26T22:27:01.268Z', 'workflow_id': 2054, 'id': 2007168, 'subject_id': 2193388, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-28T11:10:09.262Z', 'retired_at': '2016-06-28T11:10:09.179Z'}",,,,,,,,,,,,,,,,,,
2193389,Costa Rica,,,homothoas,Hda. El Rodeo,"H. H. Brown, F. M. Brown",6 - June - VI,10,<NO MATCHES>,,Not shown,,,900m,,,,PreservedSpecimen,HLOPP413,Insecta,,,,,,,,,,,,,,,,Papilionidae,,HLOPP413Dorsal.JPG,HLOPP413Ventral.JPG,,,,,,,,,,,,,,,,MGCL,Animalia,,,,,,,,,,,,,,Lepidoptera,,Arthropoda,,,,,,"{'created_at': '2016-06-17T22:02:36.783Z', 'workflow_id': 2054, 'id': 1985730, 'subject_id': 2193389, 'classifications_count': 3, 'retirement_reason': None, 'updated_at': '2016-06-19T21:42:21.857Z', 'retired_at': '2016-06-19T21:42:21.790Z'}",,,,,,,,,,,,,,,,,,
